date,hour,pa,ppt,swin,ta,Tcns
2023-07-26,13,91282.3984375,0.0,189.7330017089844,26.25,31.92082782529502
2023-07-27,11,91151.3984375,0.0,0.0,24.14999389648437,30.092281811462232
2023-07-27,12,91137.203125,0.0,48.415000915527344,23.75,31.040678053302724
2023-07-27,13,91153.703125,0.0,186.697998046875,26.089996337890625,31.70084812060746
2023-07-28,11,91265.703125,0.0,0.0,24.459991455078125,28.11588996775576
2023-07-28,12,91266.703125,0.0,46.11600112915039,23.860015869140625,29.74847916149013
2023-07-28,13,91230.703125,0.0,183.6699981689453,26.25,30.311348199997934
2023-07-29,11,91629.703125,0.0,0.0,20.959991455078125,27.376455451385485
2023-07-29,12,91690.8984375,0.0701000019907951,41.834999084472656,20.64999389648437,28.62668781616582
2023-07-29,13,91753.6015625,0.0,172.4600067138672,21.92001342773437,29.20622459714507
2023-07-30,11,91699.1015625,0.0,0.0,21.980010986328125,28.11964282125159
2023-07-30,12,91669.8984375,0.0,32.64799880981445,21.80999755859375,29.514836205234296
2023-07-30,13,91720.203125,0.0,139.63600158691406,23.240020751953125,30.37323250174209
2023-07-31,11,91428.703125,0.0,0.0,23.459991455078125,25.830282618179854
2023-07-31,12,91544.796875,0.0,32.79100036621094,22.709991455078125,27.274805847254317
2023-07-31,13,91543.203125,0.0080000003799796,145.8990020751953,23.529998779296875,28.131108129768077
2023-08-01,11,91615.5,0.1296000033617019,0.0,21.279998779296875,26.49908697838269
2023-08-01,12,91601.5,0.0087000001221895,33.10499954223633,21.17999267578125,27.51213386308497
2023-08-01,13,91556.703125,0.0,153.67599487304688,22.790008544921875,28.337368681319365
2023-08-02,11,91221.3984375,0.0172000005841255,0.0,22.75,27.42470415693353
2023-08-02,12,91217.1015625,0.0,28.05900001525879,22.8800048828125,28.477965390583385
2023-08-02,13,91241.296875,0.0,136.3470001220703,23.959991455078125,29.04270316227409
2023-08-03,11,91493.703125,1.2143000364303589,0.0,22.589996337890625,25.146865541055003
2023-08-03,12,91509.203125,0.9995999932289124,20.381999969482425,22.44000244140625,26.63444011219254
2023-08-03,13,91469.3984375,0.0577000007033348,104.06600189208984,22.80999755859375,26.08195498594428
2023-08-04,11,91475.296875,0.0,0.0,21.230010986328125,26.34398331698079
2023-08-04,12,91517.8984375,0.0,32.87699890136719,20.959991455078125,27.642574410892543
2023-08-04,13,91460.0,0.0,177.1179962158203,21.8900146484375,28.18742139004313
2023-08-05,11,91518.8984375,0.0,0.0,21.55999755859375,26.190652932918223
2023-08-05,12,91604.296875,0.0,30.79199981689453,21.360015869140625,27.35448474701898
2023-08-05,13,91481.8984375,0.0,175.88699340820312,21.92999267578125,27.729999725746275
2023-08-06,11,91626.6015625,0.0,0.0,15.8900146484375,22.14859877778171
2023-08-06,12,91581.203125,0.0,10.975000381469728,15.80999755859375,22.839123858696254
2023-08-06,13,91626.203125,0.0,66.84300231933594,16.32000732421875,24.32005862139368
2023-08-07,11,91675.203125,0.0,0.0,16.5,21.005233890100172
2023-08-07,12,91683.3984375,5.962299823760986,24.827999114990234,16.300018310546875,22.45826791677645
2023-08-07,13,91645.796875,0.0,162.3090057373047,17.730010986328125,21.991274482681764
2023-08-08,11,91425.5,0.0,0.0,16.740020751953125,22.471934023003616
2023-08-08,12,91421.796875,0.0,23.847999572753903,16.399993896484375,23.84100355749071
2023-08-08,13,91384.3984375,0.0,168.66000366210938,17.850006103515625,25.18684947534106
2023-08-09,11,91089.1015625,0.0,0.0,20.459991455078125,24.24161686712116
